frame,time,knee_angle_r_angular_velocity_deg_per_s,knee_angle_r_angular_velocity_rad_per_s,knee_angle_l_angular_velocity_deg_per_s,knee_angle_l_angular_velocity_rad_per_s,tibia_r_linear_velocity_magnitude_mm_per_s,tibia_r_linear_velocity_magnitude_m_per_s,tibia_r_linear_velocity_x_m_per_s,tibia_r_linear_velocity_y_m_per_s,tibia_r_linear_velocity_z_m_per_s,tibia_l_linear_velocity_magnitude_mm_per_s,tibia_l_linear_velocity_magnitude_m_per_s,tibia_l_linear_velocity_x_m_per_s,tibia_l_linear_velocity_y_m_per_s,tibia_l_linear_velocity_z_m_per_s
1,0.04167,7.109614345610684,0.1240861788779285,-240.35787725874914,-4.195036341269575,812.3844735592668,0.8123844735592668,0.6605333952357908,0.40990601977427743,-0.23588391554163948,691.390540860142,0.691390540860142,0.23752601134682663,0.49694854062553906,-0.417904800037872
2,0.08333,33.00666658452185,0.5760750070078976,-59.070929829063765,-1.0309822177316939,617.4829860245017,0.6174829860245017,0.41515185921110903,-0.4326959555960594,0.147337645678582,438.4766056261847,0.43847660562618473,-0.11218363885059988,-0.4221370914951861,0.03842968695792108
3,0.125,73.31610460831769,1.2796074201517311,107.5271418442959,1.8767026604419312,203.5590968743467,0.2035590968743467,0.20275949602193447,-0.01450994760262929,-0.010693648292316303,113.94411287906458,0.11394411287906457,-0.10221116629212144,-0.03311655233596937,-0.037939851164445905
4,0.16667,165.50655990773294,2.8886344040391823,103.99555678552002,1.815064873352055,450.23037789206717,0.45023037789206716,-0.23418317345769557,0.3699693343380185,-0.10482521688792237,232.28450482541308,0.23228450482541307,-0.09719333346581782,0.15151337636641407,-0.1468102308895366
5,0.20833,226.71756009384907,3.9569678957257706,85.21959106120299,1.4873624512211205,673.3437660246523,0.6733437660246523,-0.6703705496932247,-0.032809738693933235,0.054024757242408815,351.9090362805955,0.3519090362805955,0.009160315366645192,-0.31565566848117593,0.15529828522563618
6,0.25,259.7861543975965,4.534123745332405,74.3980605913122,1.2984911144166373,1084.877759620693,1.084877759620693,-1.0804638162859628,-0.09307307478390008,0.029918184548165826,334.3535046671306,0.3343535046671306,0.13828506451417477,-0.2013312445746527,0.2283314191554128
7,0.29167,302.40438719376135,5.277952229006911,-2.497775448325028,-0.04359440554874922,1305.952036910225,1.3059520369102249,-1.3022729825252595,0.0447599842647354,-0.08713406626200376,619.0143604520905,0.6190143604520905,0.6092676076209316,-0.10176988880440349,0.04018271372762837
8,0.33333,245.19625017578386,4.279481879111153,-76.38103005175404,-1.3331004604678427,1736.6052182922626,1.7366052182922627,-1.4536079167747396,0.9495022774200506,-0.03559682097963797,1135.8416748550046,1.1358416748550046,0.9711622562307716,0.535091184047455,-0.24628765126345978
9,0.375,73.27397653234163,1.2788721465184187,-41.62971238715962,-0.7265755478142037,1251.2932844639076,1.2512932844639075,-1.2194195582136027,0.14625523683691247,0.23949995926595413,890.6654243274146,0.8906654243274146,0.8534921683194059,0.25082298225712263,-0.04386169492182814
10,0.41667,-12.72824130966656,-0.22214971884203663,-73.24619510272996,-1.278387269100784,977.1923969789626,0.9771923969789627,-0.9061107539375369,0.2591822225755144,0.2582496037035788,852.8658581244706,0.8528658581244706,0.850377121159348,-0.03043884907176177,-0.057553455415949556
11,0.45833,-213.14705687058157,-3.7201179333272494,-56.95757503301272,-0.99409721827779,1095.3536293361233,1.0953536293361232,-0.1096891429752783,1.08130780539144,-0.13616642468947365,1206.2411853557517,1.2062411853557518,0.8618229292815994,0.7470238969924635,-0.3927267919751923
12,0.5,-287.5088600245746,-5.017976236084332,-50.71928551275337,-0.8852185264566068,612.4029196596684,0.6124029196596684,-0.08000568259898098,0.5860622763948418,-0.15864247522795838,990.9165311769908,0.9909165311769909,0.8235961549254042,0.49782394361576093,-0.23616999495020877
13,0.54167,-361.7027848595719,-6.312904509432226,-26.500687469311163,-0.46252425038148354,685.5334363167823,0.6855334363167823,0.20939725349926114,-0.6524269775947223,-0.021164154645948643,1011.1159806593837,1.0111159806593837,0.7117820180861364,-0.7017470676320506,0.15255470541360602
14,0.58333,-376.7128498575621,-6.57487956458551,-11.227972623720467,-0.1959650906077085,617.8796692373948,0.6178796692373948,0.23413923458588318,0.32286087710068745,-0.47192685717410066,848.516481110437,0.848516481110437,0.7061007872145159,0.3996172377082283,-0.24841087000677903
15,0.625,-211.52051015833655,-3.691729337761085,-13.995883018588938,-0.2442742403983397,333.41045708887054,0.3334104570888705,-0.16706036182510678,-0.16546832991641924,-0.23637597212437858,634.3680213326082,0.6343680213326083,0.611473279861,0.16883262376119293,0.00433124224573753
16,0.66667,8.276555971050138,0.1444531524204214,40.53426083004241,0.7074563113464097,646.9358221673091,0.646935822167309,-0.1594120288370095,-0.6265139047665251,0.02437396561009495,701.911989735713,0.701911989735713,0.36389336529926986,-0.5695211649913712,0.1894932786480598
17,0.70833,91.64733693214752,1.5995477801505733,108.96217998123046,1.9017488008231247,118.42198535834918,0.11842198535834918,-0.10163550530267453,-0.02910698255666217,-0.053355170738450926,153.23517364262696,0.15323517364262695,-0.010583186687555549,0.1514753468953469,-0.020596938698668334
18,0.75,122.5527006938747,2.1389481343192527,164.70983470753472,2.8747289260621125,142.15316077989178,0.1421531607798918,-0.12357557652406854,-0.014996282597196917,0.06864189329209135,424.9467443235576,0.4249467443235576,-0.42285218580981554,-0.03316804662951184,-0.025993175062596564
19,0.79167,98.40717328149046,1.717529181342601,260.0116885417092,4.538060058722839,814.5918537944985,0.8145918537944985,-0.07094054133994478,-0.7134019427371594,0.38676219562103015,1216.64690705929,1.21664690705929,-0.8771119570886603,-0.8284344729228306,0.15684589654214387
20,0.83333,42.5911890578308,0.7433564813985291,340.2210571512062,5.937977631904348,799.5588679953045,0.7995588679953045,0.391997829744922,-0.581120963973376,0.3846173554272587,1595.5262888323446,1.5955262888323445,-1.406944855382335,-0.7471612480701985,0.08922097091198648
21,0.875,-22.78940458573867,-0.39775014459023417,330.5926293370772,5.769929864757196,1327.5855825867534,1.3275855825867533,0.5706597610374766,-1.1390766595117707,0.37327641230107855,1970.1100930584973,1.9701100930584974,-1.5850649810907285,-1.0877883431434865,0.4308355893051995
22,0.91667,-84.62588204961725,-1.4770002741701882,167.30940447508243,2.9200999776411236,1231.5405798447252,1.2315405798447252,0.8931785342731666,-0.7398700096179809,0.41414571660927296,1730.4176025758566,1.7304176025758566,-1.3124608066632995,-0.8725936904295707,0.7144032206671516
23,0.95833,-70.42185110618517,-1.2290931671521421,58.4882310429388,1.020812205366439,977.500402791566,0.977500402791566,0.9485136358084376,-0.2247750387132252,0.0728361319305229,1405.389403245124,1.405389403245124,-1.2719339324028163,-0.2567091642865982,0.5398183503061658
24,1.0,-45.01345403933663,-0.7856329806815653,-28.10295254649872,-0.4904890514681275,1370.078888687613,1.370078888687613,0.7213163295752261,1.0701029141057392,-0.46010723438999895,1607.938156491619,1.607938156491619,-0.9554122488133082,1.290876115286754,-0.0793183768198935
25,1.04167,-49.2378119030456,-0.8593619341858008,-317.4605542486119,-5.540731916844351,1030.6771486368818,1.0306771486368818,0.9295871454032435,0.3230065386272997,-0.30631666593137324,904.0811796790821,0.9040811796790821,-0.1608824769970547,0.872410599608084,-0.174296740464864
26,1.08333,-16.393153786839076,-0.2861145083661185,-443.0069218657538,-7.7319293956826645,946.7593046857676,0.9467593046857675,0.8604469147085668,0.3695487976074236,-0.1393483913236671,959.2539559763544,0.9592539559763544,0.1636223328325313,0.8942299145548875,-0.3061841670790387
27,1.125,-19.74256595961817,-0.34457277878749093,-435.7824228506513,-7.605838101062038,917.4362301053513,0.9174362301053514,0.8583387110998264,0.23945418656058243,-0.21818704332754893,991.251244576,0.991251244576,0.44063666984277877,0.7446360925647415,-0.4836687344797561
28,1.16667,-1.8531490159342687,-0.03234355185814585,-220.74151315443365,-3.8526662003792413,684.8024019936614,0.6848024019936614,0.6755271746381611,-0.047271761471972755,-0.10189576374417367,432.4325515329632,0.4324325515329632,0.14060087732654206,-0.23655334135769085,-0.33357431197984555
29,1.20833,83.01490645436574,1.448883445863774,27.639368050529768,0.4823979756522709,630.6077415592114,0.6306077415592114,0.335275053806279,0.5032085651282353,-0.17899134613491366,484.1212357319136,0.4841212357319136,-0.03173668339912916,0.41006736553923034,-0.2553642683171116
30,1.25,109.49020076118843,1.9109645019523398,126.5235606112367,2.2082527140126897,366.3330795827118,0.3663330795827118,0.08450821489059908,0.3162150134678672,-0.1645185462799691,365.1380863248196,0.3651380863248196,-0.07713058454286041,0.26771883212721825,-0.23601551206958077
31,1.29167,190.82073109004037,3.3304500385839124,85.55719824578888,1.4932548081705328,767.6404510356965,0.7676404510356966,-0.3415255315417654,-0.6322869872314497,0.2698987572205155,884.4039045014196,0.8844039045014196,-0.009095179596935935,-0.8346309529124369,0.29236743396953957
32,1.33333,263.0158698055858,4.59049291310421,35.63565173707275,0.6219594539059561,983.3219574138553,0.9833219574138553,-0.9580874351486858,0.2159559549303289,-0.04851354524829464,411.60567242572034,0.4116056724257203,0.31073678300979474,-0.2650704111437139,0.05098586464752353
33,1.375,347.20793034371127,6.059921573532889,2.3237919657238417,0.04055782093327225,1411.0347662847628,1.4110347662847629,-1.3957242185273584,-0.10888182290143326,-0.17640228491193322,618.3476959551352,0.6183476959551353,0.6097510818214119,-0.0986401800746563,0.028768145325717625
34,1.41667,321.3203492384018,5.6080980478681655,-48.37531097672051,-0.8443084532199269,1540.9318687508742,1.5409318687508742,-1.535631710887381,0.11933516449055141,0.04544657484530133,927.3278383752832,0.9273278383752832,0.9253099006458735,-0.06082620384998092,0.006219366342294165
35,1.45833,109.96024090948458,1.91916825015667,-57.63932592417804,-1.0059960160070303,1360.2376700248344,1.3602376700248344,-1.31823304920774,0.03411457393241528,0.33368299743388785,957.1981069113667,0.9571981069113668,0.9468017549281317,-0.12869795983763713,0.056846177297547554
36,1.5,-3.8563907008216476,-0.06730671497262934,-61.02309556408719,-1.065053937352468,1034.2056537493638,1.0342056537493638,-0.9404177542124124,0.09414873336012004,0.4199187990741981,932.1602909212302,0.9321602909212302,0.9181378898730439,-0.13845099057114463,0.08232221060986977
37,1.54167,-235.9872869466129,-4.118755150067031,-85.72060411624025,-1.4961067786269964,743.1423251551468,0.7431423251551468,-0.40874239177992133,0.6132855929142842,0.09524155670085434,1209.2879845397786,1.2092879845397786,1.1337090946084882,0.3808575166281611,-0.17896555641271314
38,1.58333,-297.332042918124,-5.189423120602352,-51.5596305438702,-0.8998853141023696,1530.8986195403097,1.5308986195403098,-0.11464808917766739,1.4428444567976646,-0.4987045943708438,2044.5667820095211,2.0445667820095212,1.0191111955514554,1.6516409868010598,-0.6432322659174325
39,1.625,-389.39935041054656,-6.79630076979117,-22.536149802889224,-0.39333001478308804,451.53075959862883,0.4515307595986288,0.198669275677916,-0.3881525415466754,-0.11725250639616773,877.6867331776907,0.8776867331776907,0.8262840497685399,-0.2944729784166088,0.029569167669711356
40,1.66667,-421.7685457332324,-7.361249804393186,-0.8267558921630529,-0.014429612428508456,724.8006941835964,0.7248006941835964,0.4248336433134168,-0.003736197075913606,-0.5872294803818024,636.9607140959896,0.6369607140959896,0.5842227857977403,-0.10607252310928382,-0.23054567377773788
41,1.70833,-99.01768914583667,-1.7281846933111016,22.91587779656339,0.39995751853469447,271.41077569069904,0.27141077569069905,-0.07882163436494113,-0.08192419490731837,-0.24645361714905747,601.4073999982363,0.6014073999982363,0.5558841341799772,-0.2041609311298411,-0.10489043969691449
42,1.75,103.14606510632203,1.8002384465817542,99.44827779687098,1.7356998829933712,391.54253604691695,0.39154253604691697,-0.08037901622716355,-0.3744665026407254,0.08136098379707729,656.5452149252733,0.6565452149252733,0.12573583365802632,-0.6282017732770817,0.14354320404367618
43,1.79167,151.22848565006873,2.6394349973986966,165.59494983914513,2.890177099367937,472.2332112034857,0.4722332112034857,-0.25873021710997435,-0.37997067046159655,0.10809796532195368,479.21814756508587,0.47921814756508585,-0.3064750824038684,-0.368332960121002,0.007340797623885385
44,1.83333,126.76954730951773,2.2125459918138035,288.3715061427398,5.033032251125863,764.7768141831228,0.7647768141831228,-0.17288637687767427,-0.6972684690829861,0.2623176666274428,1040.7264881472945,1.0407264881472944,-0.9542644968183966,-0.41478880883636887,-0.02100326897030097
45,1.875,627.7279674901545,10.95591983955512,-212.24963590617443,-3.704454982721922,4803.863103942643,4.803863103942643,4.79189911019123,0.13294682275027342,-0.31165490769527426,6168.874000605072,6.168874000605072,-6.1337370537212355,0.5685198870613776,0.33024434766410016
46,1.91667,310.15428142424014,5.413213400010078,-75.17825067366648,-1.3121080001451253,1703.0803432401608,1.7030803432401609,-1.585805747959288,-0.5067953938684894,0.3589724418726181,1149.5708875619607,1.1495708875619608,0.8496222291199839,-0.693536588606113,0.34447393744633165
47,1.95833,166.77461906872878,2.9107662115086366,-45.02571832829709,-0.7858470329043413,1521.2484667144313,1.5212484667144313,-1.39703429552208,0.5641180451421082,0.21038751332049163,1075.4056476169803,1.0754056476169804,0.9825412922619788,0.43005194734966384,-0.07851903277180634
48,2.0,18.714713854861447,0.32663337533593245,-77.71006901166882,-1.3562965662056368,1606.007271134559,1.606007271134559,-1.0543578186566096,1.2086797796166513,0.08174433020456001,1419.5672851842469,1.419567285184247,1.1034268740129183,0.8425610741179749,-0.29616084692716704
49,2.04167,-211.86394820339441,-3.6977234624239577,-39.391027645629165,-0.6875031281603391,688.4978951230836,0.6884978951230836,-0.5936190639721984,0.266128230615575,0.22543629554069336,925.9468711722977,0.9259468711722977,0.9116406689051818,0.1581160891161915,-0.03589152259909062
50,2.08333,-325.93262378416364,-5.688597424697635,-68.14140288800408,-1.189291837323644,907.9339624987933,0.9079339624987933,-0.203617965150668,0.8125861447646028,-0.3501250660310707,1676.3450575436405,1.6763450575436405,1.0491765953289156,1.2347404051445032,-0.42985736665620145
51,2.125,-443.5698554460894,-7.741754440129561,-33.40531498636529,-0.5830327341778789,531.6214276471508,0.5316214276471508,0.16747160097492544,-0.4803959860457272,-0.15425401710050743,920.5556133004841,0.9205556133004841,0.8578698984690382,-0.32359014062078256,0.08228788108084191
52,2.16667,-412.78110127667276,-7.2043893072861085,-16.354325782734517,-0.2854368318525161,692.838629141224,0.6928386291412241,0.4565004882464641,-0.28101008144934425,-0.4389373581558801,783.5671166311017,0.7835671166311017,0.7040650260399843,-0.3374363839955314,-0.06638186596439492
53,2.20833,-104.84127190095647,-1.8298253866503047,12.732543088488889,0.2222247990461788,329.7762936610614,0.3297762936610614,0.013727954071528315,0.12912718195555742,-0.3031338285610054,505.38619821349215,0.5053861982134922,0.4860539878152936,-0.009660359134023886,-0.13810650866247892
54,2.25,73.37397752076909,1.2806174930217267,88.63382440037775,1.5469520644210806,184.5626382557217,0.1845626382557217,-0.021475266002767696,-0.1794919425244814,-0.037213209466680275,360.7550025158712,0.36075500251587117,0.13515392538738544,-0.3271832979924116,0.06948868834145633
55,2.29167,119.36361142160345,2.0832880263780895,155.47302608408756,2.7135162032063542,218.0114681036806,0.2180114681036806,-0.05225669516629115,-0.21159577375411592,0.0050464407671605175,367.64435184565707,0.3676443518456571,-0.2759786598511336,-0.24289286105158536,-0.0010985449289056908
56,2.33333,80.77592756438368,1.4098058923509391,265.8068407210716,4.639204544906837,529.3732937302184,0.5293732937302184,0.013105582000541882,-0.46703944799136327,0.2488744298941331,936.6510817093931,0.9366510817093932,-0.8768771796975011,-0.328766973443288,0.017718289027806842
57,2.375,32.58925828810043,0.5687898579102033,423.0866742633657,7.384255487208486,529.2618256967341,0.5292618256967342,0.45401088219339075,-0.2085690536114539,0.1746171494024624,1627.2596532497682,1.6272596532497683,-1.609313965759209,-0.1547918463886175,-0.1847214741131262
58,2.41667,-52.66933518251963,-0.9192533137714561,384.6847141446118,6.714014843916678,1979.3879002999302,1.9793879002999302,0.6486911381180712,-1.7471670503664447,0.6667709991403833,2614.486875968714,2.614486875968714,-1.7662514077120954,-1.773005742548414,0.7565369959612238
59,2.45833,-22.62948404902671,-0.394959004683054,120.96280766863444,2.111199266274317,897.1179135838973,0.8971179135838974,0.6919650721309581,-0.4406451492199663,0.3630932969538776,1476.9358780240577,1.4769358780240578,-1.1493187653463206,-0.6509410951552991,0.66081892682907
60,2.5,-61.3979320957856,-1.0715960689873611,42.15531028742765,0.7357489617154497,987.5379281387203,0.9875379281387203,0.972727205016961,-0.17032595827392455,0.004691702300534721,1515.7454748712348,1.515745474871235,-1.409074114128247,0.21426203384198078,0.5158355031792785
61,2.54167,-84.69712895444172,-1.4782437672412303,-184.2182038234361,-3.2152141988289666,911.0911394851915,0.9110911394851915,0.8906136535757159,0.1414433811847791,-0.1299544321366404,857.3543627580402,0.8573543627580402,-0.6802188769386995,0.5008048910530533,0.1468102308895371
62,2.58333,-44.6252535254774,-0.7788576035567878,-334.37707416204927,-5.835980887313019,2140.905863313351,2.140905863313351,1.0139612455065807,1.7351275502175947,-0.7380331243623935,2368.9441750664314,2.3689441750664315,-0.22559342221806133,2.2374433333405475,-0.7448835093644235
63,2.625,-2.4943711593568145,-0.043534989497564576,-449.93921931384165,-7.852920810879398,842.1401643391149,0.8421401643391149,0.8341599946860844,0.03843190774718503,-0.10908780007560366,541.0027060681557,0.5410027060681557,0.22637892719192884,0.43160800370833746,-0.23484258649444834
64,2.66667,15.287324354847527,0.2668141438124073,-418.1956228798515,-7.298890536681939,965.1220074486213,0.9651220074486213,0.58124559315269,0.638443416103862,-0.43128187318256855,1021.2722149101659,1.0212722149101658,0.3151286269138273,0.5665573823185959,-0.7891157190090832
65,2.70833,47.11852087664746,0.8223733279671831,-91.36836145153062,-1.5946787394814745,664.0564123832203,0.6640564123832203,0.46881732177230473,0.44094274322172533,-0.16355651877444824,582.6338324681439,0.5826338324681438,-0.026405029324345054,0.4397809820225506,-0.381257976984323
66,2.75,133.23244151264626,2.3253447748664513,127.61378415315264,2.227280704401877,358.8105890020231,0.3588105890020231,0.01754918371941627,-0.3581084820587411,0.01397783990269064,369.1200985799924,0.3691200985799924,-0.200740490595958,-0.30585893887766413,0.049022567452416455
67,2.79167,223.4750356137746,3.9003751674719536,122.67792989518811,2.1411337962018147,518.4070744616382,0.5184070744616383,-0.5007938054759712,-0.1149409847749293,-0.06884787046626134,242.2779022710983,0.2422779022710983,-0.19400117492858932,-0.14504798173275088,-0.0048175772403051655
68,2.83333,269.69547191905383,4.707073962707399,73.43804546984376,1.2817356896780796,1042.2446963121317,1.0422446963121317,-1.040938749830704,0.04156014693796295,-0.031516349378595696,551.5247257556152,0.5515247257556153,0.17909006722203374,-0.5049540684077781,0.13087268523510556
69,2.875,372.3869026213025,6.499377542045231,-0.9591584166589483,-0.016740472418914278,1548.3569638561937,1.5483569638561938,-1.5453986406955715,0.03224687093391913,-0.09006924099392388,703.322903671467,0.703322903671467,0.652423401602117,-0.2531573902310479,0.07012950621665132
70,2.91667,275.2107445468939,4.803333629208328,-54.24479148408689,-0.9467502134550975,1726.239967025605,1.726239967025605,-1.646308503277964,0.5180783657424609,0.03416932455950409,1036.6971611114038,1.0366971611114038,0.9707950962113367,0.3495547077425223,-0.10054546893572763
71,2.95833,91.97416631495221,1.605252028972776,-30.05833112155334,-0.5246168457257857,1509.692510856444,1.509692510856444,-1.468582045728626,0.2590613014928076,0.2352137206210792,914.6902234880773,0.9146902234880773,0.8849233059830413,0.21932105633483256,-0.07394066351397428
72,3.0,-77.65696818285987,-1.3553697819073827,-94.55485556925461,-1.6502935534311902,1415.0014036743178,1.4150014036743177,-1.1386843731227732,0.7965766699845677,0.26663173037465676,1052.7687288210514,1.0527687288210514,0.9845809053110254,0.31985394354486896,-0.19135279480376002
73,3.04167,-261.74596100270867,-4.568328823293944,-70.33820283379383,-1.227633229385308,863.9069236715754,0.8639069236715754,0.03666822819335597,0.8449469763854464,-0.17622491567862125,1303.4873282483752,1.3034873282483752,1.0670016345172215,0.6707246165668095,-0.3327389601068253
74,3.08333,-424.4313990783045,-7.407725362762439,-46.356628380545914,-0.809075795363973,541.7313264650489,0.541731326465049,0.07462884964304205,0.4771690899743149,-0.2453834233350368,969.2923670562761,0.9692923670562761,0.8310811469832987,0.42501574116604496,-0.2611387365435485
75,3.125,-442.3888103377841,-7.7211413143750605,-9.3677521669574,-0.1634981188242402,865.4758297911412,0.8654758297911412,0.4024579423721798,-0.737323902881717,-0.2083974059663124,1368.909943594084,1.3689099435940841,0.7259307904354491,-1.1519101817801876,0.14156925612454951
76,3.16667,-241.37284169812892,-4.2127508125274105,-8.129198891446707,-0.14188128620521814,279.30792109918144,0.27930792109918146,-0.05958748001087665,-0.045057506849647475,-0.2691320644055515,585.2942541739664,0.5852942541739663,0.5804998198944761,-0.04839891434173562,-0.05698129659881133
77,3.20833,-2.771269944320816,-0.04836778498995817,50.80272409602668,0.8866748044579255,307.3103877904465,0.3073103877904465,-0.12764636564872764,-0.25120939821562704,-0.12263734353258166,542.7942910478349,0.5427942910478349,0.31364690896930036,-0.4424879428462433,-0.021346646664638088
78,3.25,150.24452455664596,2.622261636606946,127.65937730897053,2.2280764550872743,306.34905466863705,0.30634905466863704,-0.29398092183387137,-0.08606412927395522,-0.004233975246824017,103.53661415504364,0.10353661415504364,-0.10137617201836042,-0.01714759974963727,-0.012192704393218892
79,3.29167,137.0350322896029,2.391712504030314,211.39844208249428,3.6895988479260633,1019.3947299923965,1.0193947299923964,-0.1982530301384489,-0.9410467713120089,0.33807148028255496,1116.8413231974641,1.116841323197464,-0.6414894466066026,-0.8941125835421475,0.1907577496339361
80,3.33333,67.13069442270417,1.1716516468263818,316.8361259855323,5.529833587711103,444.1813839427486,0.4441813839427486,0.02151833551180676,-0.4148117006826536,0.15736999731480378,1210.1550901653327,1.2101550901653326,-1.1962491963496802,-0.11017845618970844,-0.14602708747852694
81,3.375,1.5110179746776118,0.02637223871494063,384.0185069518015,6.702387334901669,1015.1205947880935,1.0151205947880935,0.4090248951958856,-0.8844144915916519,0.284568909291945,1783.740112479108,1.783740112479108,-1.6858191091950854,-0.5684569495914953,0.12883872244322056
82,3.41667,-55.26328179418254,-0.9645262227659246,275.4783459761077,4.808004155231151,1163.073921028197,1.163073921028197,0.6338675759637978,-0.9122671828099482,0.3445597612689042,1678.6846347576834,1.6786846347576834,-1.5190727195208829,-0.5051418548869622,0.5052047923568473
83,3.45833,-50.96519630269707,-0.8895104794073045,110.95358941407812,1.9365054521815892,729.3364971525831,0.7293364971525831,0.6355037639991477,-0.06270076698599863,0.35232840623640194,1394.8436715030896,1.3948436715030896,-1.1733355312695297,-0.2587064778753257,0.708479750803093
84,3.5,-68.80177427360722,-1.200817492288376,-85.56592173626896,-1.4934070618016764,1104.7050985435392,1.1047050985435392,0.82139155548312,-0.6714226503237183,0.3080274207946186,1414.2164331454196,1.4142164331454197,-1.0487935741599443,-0.530677302895848,0.786397964627676
85,3.54167,433.0187481175989,7.557602877516098,-833.3873862817996,-14.545353835207228,2950.5255750006145,2.9505255750006145,-1.2515745261375222,2.6202070246733857,-0.5231419712741356,3560.5799637273776,3.5605799637273776,2.053834878771838,2.629395895276628,-1.2432896664653583
86,3.58333,142.78242370843637,2.4920234076898264,-509.076500091368,-8.885061071123586,2543.424520505574,2.543424520505574,-1.7396358131961653,1.823902130126942,-0.3406707335136492,3505.6665516510793,3.505666551651079,2.963673385987742,1.6477722647781747,-0.8894855794114505
87,3.625,-466.1744557735798,-8.136279141941657,-57.93540547035513,-1.011163578935631,643.1630245964844,0.6431630245964844,0.35726740859754763,-0.03250434240163141,-0.5338184548019378,816.0285281471251,0.8160285281471251,0.7920070878315659,-0.12832950109596739,-0.1488585594548925
88,3.66667,-312.90850317632294,-5.4612836379139695,-27.64525805296232,-0.4825007755876694,523.372256627313,0.523372256627313,0.09325115921573471,0.157303623595855,-0.4903858789929633,751.2167987313051,0.7512167987313051,0.7229087190831762,0.045051785261476095,-0.1992485864802697
89,3.70833,-30.319673016864193,-0.5291781222723624,30.404192615394116,0.5306532675491733,674.8007891189602,0.6748007891189602,-0.23067684283464707,-0.6335833527065464,-0.0267662912735958,996.9604587925386,0.9969604587925386,0.3681345107288677,-0.9143575704046186,0.14952381699919554
90,3.75,119.53844597644576,2.0863394650063465,96.28508543710491,1.6804917614415242,496.2944208694064,0.4962944208694064,-0.19283897733127697,-0.45602202043563217,0.03413499503047579,660.9603148030653,0.6609603148030653,-0.002934101934137758,-0.651843375601243,0.10936243630783007
91,3.79167,154.05988141723194,2.688852175962725,166.36261700136913,2.9035754189081873,963.5908620168678,0.9635908620168678,-0.36371635366521865,-0.8361815033068865,0.311477538461963,969.9697511363992,0.9699697511363992,-0.4475812474857982,-0.8307860456612715,0.2242919779064166
92,3.83333,121.58904316882168,2.122129137645458,286.371857569168,4.998131799634227,387.18639749276406,0.38718639749276407,-0.15284671156210586,-0.3278741914380109,0.13802066423889459,1085.6044483157934,1.0856044483157934,-1.0653267928859154,-0.07274456454536588,-0.19576534650329092
93,3.875,58.67778362881827,1.024120522095705,390.7441661345516,6.81977223200765,1176.962353520645,1.1769623535206448,0.22899369298625125,-1.0742739518826807,0.42277387157172086,1899.9410114226869,1.899941011422687,-1.6363470394719546,-0.9555223893856098,0.13827934292600383
94,3.91667,-74.34067400585602,-1.2974895295539497,337.3305682764615,5.887529084047787,1236.9337417558625,1.2369337417558623,0.7941528621954652,-0.8787844488310103,0.3564606646653825,1950.671899070504,1.9506718990705039,-1.7595567919523156,-0.6915569190988179,0.48044748033926965
